Batch ID,Brand,Calculated Weight (Grams),Category,Cost per Gram,Cost per Item,Created On,Current Date,Current Quantity,Days Until Expires,Expiration Date,Initial Quantity,Last Audit Date,Location,Package ID,Price,Price Profile,Product Name,Product Type,Room,SKU,Source License,Strain Name,Supplier Name,Total Cost,Total Price,Unit of Measure,Weight Unit,insert_datetime,img_url,product_description
None,Paul\s Boutique,38.5,Flower - Prepackaged,None,18.55,10/20/2021,11/09/2021,11.0,None,None,50,11/07/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Indica,Storage Room,Rd3WvZA8yH,None,Pineapple Cherry,Paul\s Boutique,204.05,None,Grams,Eighths,None,None,None
None,Northwoods Wellness,12.0,Concentrate,None,20.0,07/06/2021,11/09/2021,12.0,239.0,07/06/2022,55,08/27/2021,Maple Valley Pharms,None,38.5,None,Ice Cream 1g Caviar,Caviar,Grow Facility,sJuXemSDbC,None,None,Northwoods Wellness,240.0,462.0,Each,None,None,None,None
None,Iron Lung,None,Edible,None,15.0,09/15/2021,11/09/2021,12.0,310.0,09/15/2022,24,None,Maple Valley Pharms,None,30.0,None,300mg Assorted Gummies,300mg Gummies,Grow Facility,gnvQqATGpE,None,None,Edible Vendor,180.0,360.0,None,None,None,None,None
None,Kind Farms,12.0,Concentrate,None,15.0,10/20/2021,11/09/2021,12.0,345.0,10/20/2022,28,None,Maple Valley Pharms,None,30.0,None,Chocolate Frosted MAC 1g Badder,Badder,Grow Facility,n5kLTPeTnG,None,None,Kind Farms,180.0,360.0,Each,None,None,None,None
None,Kind Farms,12.0,Concentrate,None,15.0,10/20/2021,11/09/2021,12.0,345.0,10/20/2022,28,None,Maple Valley Pharms,None,30.0,None,Jealousy 1g Badder,Badder,Grow Facility,DfQwC9Etoh,None,None,Kind Farms,180.0,360.0,Each,None,None,None,None
None,Snowblind Cannabis,84.0,Flower - Prepackaged,None,35.0,10/26/2021,11/09/2021,12.0,None,None,12,09/14/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Hybrid,Grow Facility,CaMN726nQn,None,Orange Velvet Underground (OVU),Snowblind Cannabis,420.0,None,Grams,Quarters,None,None,None
None,Mighty Viking Gummies,None,Edible,None,10.0,09/09/2021,11/09/2021,12.0,103.0,02/20/2022,16,11/06/2021,Maple Valley Pharms,None,40.0,None,500mg Snozzberry Ragnarok,500mg Gummies,Sales Floor,r6JFjyCYsL,None,None,Edible Vendor,120.0,480.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,7.0,09/09/2021,11/09/2021,12.0,103.0,02/20/2022,30,11/06/2021,Maple Valley Pharms,None,22.5,None,250mg Snozzberry Berzerker,250mg Gummies,Sales Floor,qBMBuj5gjD,None,None,Edible Vendor,84.0,270.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,6.64,09/09/2021,11/09/2021,12.0,103.0,02/20/2022,30,11/06/2021,Maple Valley Pharms,None,22.5,None,250mg Watermelon Berzerker,250mg Gummies,Sales Floor,wnGTbWr8Sr,None,None,Edible Vendor,79.68,270.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,7.0,09/13/2021,11/09/2021,12.0,103.0,02/20/2022,30,11/06/2021,Maple Valley Pharms,None,22.5,None,250mg RSO Watermelon Berzerker,250mg Gummies,Sales Floor,GZMTtWrb26,None,None,Warren\s Cannabis Creations,84.0,270.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,4.58,09/16/2021,11/09/2021,12.0,142.0,03/31/2022,24,11/06/2021,Maple Valley Pharms,None,15.0,None,100mg RSO Snozzberry Gummies,Gummies,Sales Floor,pfKjDDnfXf,None,None,Edible Vendor,54.96,180.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,5.5,09/29/2021,11/09/2021,12.0,142.0,03/31/2022,24,11/06/2021,Maple Valley Pharms,None,15.0,None,100mg RSO Orange Creamsicle Gummies,Gummies,Sales Floor,mrSxo4c8qC,None,None,Edible Vendor,66.0,180.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,3.75,10/06/2021,11/09/2021,12.0,162.0,04/20/2022,24,11/06/2021,Maple Valley Pharms,None,15.0,None,100mg Pineapple Gummies,Gummies,Sales Floor,jQWKmEBmmx,None,None,Edible Vendor,45.0,180.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,3.75,10/06/2021,11/09/2021,12.0,83.0,01/31/2022,24,11/06/2021,Maple Valley Pharms,None,15.0,None,100mg Orange Creamsicle Gummies,Gummies,Sales Floor,4LWYQps8JD,None,None,Edible Vendor,45.0,180.0,None,None,None,None,None
None,Blue Sky,12.0,Concentrate,None,20.0,11/18/2020,11/09/2021,12.0,406.0,12/20/2022,50,11/06/2021,Maple Valley Pharms,None,37.5,None,Cannatonic 1g RSO,RSO,Sales Floor,Ck9Cv3wzr6,None,None,Blue Sky,240.0,450.0,Each,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,3.75,10/06/2021,11/09/2021,12.0,162.0,04/20/2022,24,11/06/2021,Maple Valley Pharms,None,15.0,None,100mg Mango Gummies,Gummies,Sales Floor,bGQnGQTMp5,None,None,Edible Vendor,45.0,180.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,6.0,09/29/2021,11/09/2021,12.0,142.0,03/31/2022,24,11/06/2021,Maple Valley Pharms,None,15.0,None,100mg RSO Blueberry Lemonade Gummies,Gummies,Sales Floor,YgNkPbj37y,None,None,Edible Vendor,72.0,180.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,3.75,10/06/2021,11/09/2021,12.0,162.0,04/20/2022,24,11/06/2021,Maple Valley Pharms,None,15.0,None,100mg Strawberry Ice Cream Gummies,Gummies,Sales Floor,W46HbG2qhn,None,None,Edible Vendor,45.0,180.0,None,None,None,None,None
None,Third Eye,None,NonEdible,None,6.0,10/21/2021,11/09/2021,12.0,336.0,10/11/2022,46,11/06/2021,Maple Valley Pharms,None,17.5,None,Humboldt Lemon 1g Cone 2ct.,2ct Pre-Roll,Sales Floor,yMEeBQvWTr,None,None,Third Eye,72.0,210.0,None,None,None,None,None
None,Black Tie Cannabis,None,Edible,None,6.0,10/28/2021,11/09/2021,12.0,18.0,11/27/2021,36,11/06/2021,Maple Valley Pharms,None,12.0,None,100mg Iced Tea,Liquid Edible,Sales Floor,ddLN5Yrh38,None,None,Edible Vendor,72.0,144.0,None,None,None,None,None
None,Zero Gravity Extracts,12.0,Concentrate,None,15.0,10/26/2021,11/09/2021,12.0,297.0,09/02/2022,12,11/06/2021,Maple Valley Pharms,None,30.0,None,Orange Freeze 1g Luminosa,Luminosa,Sales Floor,iRJ96SdBFp,None,None,Zero Gravity Extracts,180.0,360.0,Each,None,None,None,None
None,Snowblind Cannabis,12.0,Concentrate,None,17.5,11/03/2021,11/09/2021,12.0,226.0,06/23/2022,12,11/06/2021,Maple Valley Pharms,None,35.0,None,Tri Fi 1g Wet Sugar,Sugar,Sales Floor,KpncRFiuYx,None,None,Snowblind Cannabis,210.0,420.0,Each,None,None,None,None
None,We Grow Beans,84.0,Flower - Prepackaged,None,37.73,10/20/2021,11/09/2021,12.0,None,None,12,11/06/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Hybrid,Sales Floor,SqzXManjGG,None,Mimosa,We Grow Beans,452.76,None,Grams,Quarters,None,None,None
None,Northwoods Wellness,12.0,Concentrate,None,17.5,11/06/2021,11/09/2021,12.0,193.0,05/21/2022,12,11/06/2021,Maple Valley Pharms,None,38.5,None,Garanimals 1g Live Resin Badder,Badder,Sales Floor,39suzN8eFL,None,None,Northwoods Wellness,210.0,462.0,Each,None,None,None,None
None,Zero Gravity Extracts,84.0,Flower - Prepackaged,None,24.92,11/03/2021,11/09/2021,12.0,None,None,12,11/03/2021,Maple Valley Pharms,None,None,Silver-Tier Flower,None,Indica Dominant,Sales Floor,Kmjgr22X7H,None,Orange Creamsicle - LD,Zero Gravity Extracts,299.04,None,Grams,Quarters,None,None,None
None,Zero Gravity Extracts,84.0,Flower - Prepackaged,None,24.92,11/03/2021,11/09/2021,12.0,None,None,12,11/07/2021,Maple Valley Pharms,None,None,Silver-Tier Flower,None,Indica Dominant,Sales Floor,2oNpgzL6YD,None,Kimbo Kush - LD,Zero Gravity Extracts,299.04,None,Grams,Quarters,None,None,None
None,Northwoods Wellness,12.0,Concentrate,None,17.5,10/20/2021,11/09/2021,12.0,157.0,04/15/2022,12,11/01/2021,Maple Valley Pharms,None,38.5,None,GMO 1g Sugar Wax,Sugar,Sales Floor,x9y3AjcSRW,None,None,Northwoods Wellness,210.0,462.0,Each,None,None,None,None
None,Fort Horne Weed Co,24.0,Concentrate,None,16.0,11/08/2021,11/09/2021,12.0,347.0,10/22/2022,12,11/08/2021,Maple Valley Pharms,None,40.0,None,Lucky Dawg 2g Live Badder,Badder,Sales Floor,jYYw89Ev2E,None,None,Fort Horne Weed Co,192.0,480.0,Each,None,None,None,None
None,Glass Jar Company,84.0,Flower - Prepackaged,None,17.08,11/05/2021,11/09/2021,12.0,None,None,12,11/07/2021,Maple Valley Pharms,None,None,Bronze-Tier Flower,None,Indica Dominant,Sales Floor,GaP8FAH2cd,None,Endless Sky,Glass Jar Company LLC,204.96,None,Grams,Quarters,None,None,None
None,Glass Jar Company,84.0,Flower - Prepackaged,None,17.08,11/05/2021,11/09/2021,12.0,None,None,12,11/07/2021,Maple Valley Pharms,None,None,Bronze-Tier Flower,None,Hybrid,Sales Floor,K2AM9p8rhx,None,Cotton Candy,Glass Jar Company LLC,204.96,None,Grams,Quarters,None,None,None
None,Mighty Viking Gummies,None,Edible,None,6.64,10/12/2021,11/09/2021,12.0,103.0,02/20/2022,30,11/08/2021,Maple Valley Pharms,None,22.5,None,250mg Watermelon Berzerker,250mg Gummies,Storage Room,wnGTbWr8Sr,None,None,Edible Vendor,79.68,270.0,None,None,None,None,None
None,Northwoods Wellness,12.0,Concentrate,None,20.0,10/20/2021,11/09/2021,12.0,239.0,07/06/2022,12,11/08/2021,Maple Valley Pharms,None,38.5,None,Apple Fritter 1g Badder,Badder,Storage Room,HDmwH3Bfsn,None,None,Northwoods Wellness,240.0,462.0,Each,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,7.0,09/13/2021,11/09/2021,12.0,103.0,02/20/2022,30,11/08/2021,Maple Valley Pharms,None,22.5,None,250mg RSO Strawberry Ice Cream Berzerker,250mg Gummies,Storage Room,yiFktxkSM5,None,None,Edible Vendor,84.0,270.0,None,None,None,None,None
None,Glass Jar Company,84.0,Flower - Prepackaged,None,17.08,11/05/2021,11/09/2021,12.0,None,None,12,11/07/2021,Maple Valley Pharms,None,None,Bronze-Tier Flower,None,Hybrid,Storage Room,xodGiN23ug,None,White Widow x Headband,Glass Jar Company LLC,204.96,None,Grams,Quarters,None,None,None
None,Zero Gravity Extracts,12.0,Concentrate,None,15.0,11/08/2021,11/09/2021,12.0,297.0,09/02/2022,12,11/08/2021,Maple Valley Pharms,None,30.0,None,Devil\s Toast 1g Luminosa,Luminosa,Storage Room,gmm5FhRAqp,None,None,Zero Gravity Extracts,180.0,360.0,Each,None,None,None,None
None,Fort Horne Weed Co,12.0,Concentrate,None,8.0,11/08/2021,11/09/2021,12.0,347.0,10/22/2022,12,11/08/2021,Maple Valley Pharms,None,25.0,None,Sugar Black Rose 1g Live Badder,Badder,Storage Room,tMq6oZCgzE,None,None,Fort Horne Weed Co,96.0,300.0,Each,None,None,None,None
None,Fort Horne Weed Co,12.0,Concentrate,None,8.0,11/08/2021,11/09/2021,12.0,347.0,10/22/2022,12,11/08/2021,Maple Valley Pharms,None,25.0,None,Lucky Dawg 1g Live Badder,Badder,Storage Room,vNjmQSjiLb,None,None,Fort Horne Weed Co,96.0,300.0,Each,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,3.75,09/03/2021,11/09/2021,13.0,83.0,01/31/2022,48,11/06/2021,Maple Valley Pharms,None,15.0,None,100mg Key Lime Pie Gummies,Gummies,Sales Floor,6x6xqSaaQs,None,None,Edible Vendor,48.75,195.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,10.0,09/09/2021,11/09/2021,13.0,103.0,02/20/2022,16,11/06/2021,Maple Valley Pharms,None,40.0,None,500mg Watermelon Ragnarok,500mg Gummies,Sales Floor,3t6ygZuLmd,None,None,Edible Vendor,130.0,520.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,7.0,09/13/2021,11/09/2021,13.0,103.0,02/20/2022,30,11/06/2021,Maple Valley Pharms,None,22.5,None,250mg RSO Snozzberry Berserker,250mg Gummies,Sales Floor,GkkQWCZWFX,None,None,Edible Vendor,91.0,292.5,None,None,None,None,None
None,Iron Lung,None,Edible,None,5.0,09/21/2021,11/09/2021,13.0,310.0,09/15/2022,25,11/06/2021,Maple Valley Pharms,None,12.0,None,100mg Peach Gummies,Gummies,Sales Floor,ymKts45F4s,None,None,Edible Vendor,65.0,156.0,None,None,None,None,None
None,Refine,6.5,Concentrate,None,15.0,10/15/2021,11/09/2021,13.0,310.0,09/15/2022,10,11/06/2021,Maple Valley Pharms,None,30.0,None,Prenup Loud Cartridge .5g,.5g Cartridge,Sales Floor,g6fpsRgHf5,None,None,Refine,195.0,390.0,Each,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,3.75,09/21/2021,11/09/2021,13.0,83.0,01/31/2022,24,11/08/2021,Maple Valley Pharms,None,15.0,None,100mg Key Lime Pie Gummies,Gummies,Storage Room,6x6xqSaaQs,None,None,Edible Vendor,48.75,195.0,None,None,None,None,None
None,Earth Keepers,45.5,Flower - Prepackaged,None,14.04,10/07/2021,11/09/2021,13.0,None,None,50,11/07/2021,Maple Valley Pharms,None,None,Silver-Tier Flower,None,Hybrid,Storage Room,mH3TyoaPck,None,Midnight,Earth Keepers,182.52,None,Grams,Eighths,None,None,None
None,Mighty Viking Gummies,None,Edible,None,7.0,10/18/2021,11/09/2021,13.0,103.0,02/20/2022,30,11/08/2021,Maple Valley Pharms,None,22.5,None,250mg RSO Blue Raspberry Berzerker,250mg Gummies,Storage Room,t5KrJHT2pn,None,None,Edible Vendor,91.0,292.5,None,None,None,None,None
None,Refine,14.0,Concentrate,None,20.0,06/30/2021,11/09/2021,14.0,233.0,06/30/2022,28,08/27/2021,Maple Valley Pharms,None,50.0,None,Peach Cartridge 1g,Cartridge,Grow Facility,RRKkCE5a5H,None,None,Refine,280.0,700.0,Each,None,None,None,None
None,Lodestar Cannabis,14.0,Concentrate,None,20.0,08/20/2021,11/09/2021,14.0,284.0,08/20/2022,56,08/27/2021,Maple Valley Pharms,None,40.0,None,White Durban 1g Sugar,Sugar,Grow Facility,LGnLPXajr3,None,None,Lodestar Cannabis,280.0,560.0,Each,None,None,None,None
None,Best Friend Farms,None,Accessory,None,30.0,10/26/2021,11/09/2021,14.0,None,None,27,11/06/2021,Maple Valley Pharms,None,60.0,None,1200mg Full Spectrum CBD Tincture,1200mg CBD Tincture,Sales Floor,QvRAArf5K2,None,None,Best Friend Farms,420.0,840.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,7.0,09/13/2021,11/09/2021,14.0,103.0,02/20/2022,30,11/06/2021,Maple Valley Pharms,None,22.5,None,250mg RSO Blue Raspberry Berzerker,250mg Gummies,Sales Floor,t5KrJHT2pn,None,None,Edible Vendor,98.0,315.0,None,None,None,None,None
None,Best Friend Farms,49.0,Flower - Prepackaged,None,19.98,10/20/2021,11/09/2021,14.0,None,None,40,11/06/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Sativa Dominant,Sales Floor,FhCpjbcgmv,None,Snow Drift,Best Friend Farms,279.72,None,Grams,Eighths,None,None,None
None,Northwoods Wellness,49.0,Flower - Prepackaged,None,21.0,10/25/2021,11/09/2021,14.0,None,None,50,11/06/2021,Maple Valley Pharms,None,None,Limited,None,Hybrid,Sales Floor,5pigXvkhdo,None,Jealousy,Northwoods Wellness,294.0,None,Grams,Eighths,None,None,None
None,Northwoods Wellness,None,NonEdible,None,9.0,10/20/2021,11/09/2021,14.0,325.0,09/30/2022,25,11/06/2021,Maple Valley Pharms,None,20.0,None,Apple Fritter Moon Missile,Moon Missile,Sales Floor,9PxDiaqfip,None,None,Northwoods Wellness,126.0,280.0,None,None,None,None,None
None,Warren\s Cannabis Creations,None,Edible,None,3.0,10/29/2021,11/09/2021,14.0,354.0,10/29/2022,50,11/06/2021,Maple Valley Pharms,None,6.0,None,50mg Caramel Chew,50mg Caramel,Sales Floor,jn2tdidSPt,None,None,Edible Vendor,42.0,84.0,None,None,None,None,None
None,Greenfellas,49.0,Flower - Prepackaged,None,17.96,10/25/2021,11/09/2021,14.0,None,None,64,10/31/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Indica Dominant,Sales Floor,XwRH9FkNaP,None,Purple Punch,Edible Vendor,251.44,None,Each,Eighths,None,None,None
None,Kind Farms,49.0,Flower - Prepackaged,None,19.53,11/08/2021,11/09/2021,14.0,None,None,50,11/08/2021,Maple Valley Pharms,None,None,Limited,None,Hybrid,Sales Floor,BkSwPrSx3j,None,Gorilla Butter,Kind Farms,273.42,None,Grams,Eighths,None,None,None
None,LifePatent,None,Accessory,None,12.0,07/09/2020,11/09/2021,14.0,None,None,27,11/07/2021,Maple Valley Pharms,None,39.99,None,LifePatent All You Need,CBD Topical,Storage Room,\21853066,None,None,LifePatent,168.0,559.86,None,None,None,None,None
None,Zero Gravity Extracts,49.0,Flower - Prepackaged,None,12.46,11/03/2021,11/09/2021,14.0,None,None,40,11/07/2021,Maple Valley Pharms,None,None,Silver-Tier Flower,None,Sativa Dominant,Storage Room,qN7vAnRfs2,None,Pink - LD,Zero Gravity Extracts,174.44,None,Grams,Eighths,None,None,None
None,Lodestar Cannabis,None,NonEdible,None,25.0,05/13/2021,11/09/2021,15.0,52.0,12/31/2021,21,05/21/2021,Maple Valley Pharms,None,50.0,None,1000mg Holiday Spice Medicated Salve,Topical,Return to Grow,htL8keRgbY,None,None,Lodestar Cannabis,375.0,750.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,10.0,09/09/2021,11/09/2021,15.0,103.0,02/20/2022,16,11/06/2021,Maple Valley Pharms,None,40.0,None,500mg Strawberry Ice Cream Ragnarok,500mg Gummies,Sales Floor,GsqJCKxwaj,None,None,Edible Vendor,150.0,600.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,7.0,09/13/2021,11/09/2021,15.0,103.0,02/20/2022,30,11/06/2021,Maple Valley Pharms,None,22.5,None,250mg RSO Strawberry Ice Cream Berzerker,250mg Gummies,Sales Floor,yiFktxkSM5,None,None,Edible Vendor,105.0,337.5,None,None,None,None,None
None,We Grow Beans,15.0,Concentrate,None,7.5,09/17/2021,11/09/2021,15.0,311.0,09/16/2022,30,11/06/2021,Maple Valley Pharms,None,20.0,None,Gelato 1g Kief,Kief,Sales Floor,ztaRYgsJeY,None,Gelato,We Grow Beans,112.5,300.0,Each,None,None,None,None
None,Best Friend Farms,52.5,Flower - Prepackaged,None,20.12,09/23/2021,11/09/2021,15.0,None,None,40,11/06/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Indica Dominant,Sales Floor,gzPLHnW8SW,None,Route 26,Best Friend Farms,301.8,None,Grams,Eighths,None,None,None
None,Northwoods Wellness,52.5,Flower - Prepackaged,None,21.0,11/05/2021,11/09/2021,15.0,None,None,50,11/06/2021,Maple Valley Pharms,None,None,Limited,None,Hybrid,Sales Floor,XAzDsteqLN,None,Gary Payton,Northwoods Wellness,315.0,None,Grams,Eighths,None,None,None
None,Zero Gravity Extracts,52.5,Flower - Prepackaged,None,12.46,11/03/2021,11/09/2021,15.0,None,None,40,11/07/2021,Maple Valley Pharms,None,None,Silver-Tier Flower,None,Indica Dominant,Sales Floor,t2qEFqpzuF,None,Kimbo Kush - LD,Zero Gravity Extracts,186.9,None,Grams,Eighths,None,None,None
None,Warren\s Cannabis Creations,None,Edible,None,2.0,07/16/2021,11/09/2021,15.0,249.0,07/16/2022,50,11/08/2021,Maple Valley Pharms,None,5.0,None,50mg Raspberry Lollipop,50mg Lollipop,Storage Room,2fFgwj67g6,None,None,Edible Vendor,30.0,75.0,None,None,None,None,None
None,Best Friend Farms,52.5,Flower - Prepackaged,None,19.99,09/24/2021,11/09/2021,15.0,None,None,40,11/07/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,None,Storage Room,ZjksR2TJ3b,None,Picnic,Best Friend Farms,299.85,None,Grams,Eighths,None,None,None
None,We Grow Beans,52.5,Flower - Prepackaged,None,18.86,10/20/2021,11/09/2021,15.0,None,None,40,11/08/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Hybrid,Storage Room,tMqkgCoaXx,None,Mimosa,We Grow Beans,282.9,None,Grams,Eighths,None,None,None
None,Snowblind Cannabis,52.5,Flower - Prepackaged,None,15.0,10/26/2021,11/09/2021,15.0,None,None,40,11/07/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Hybrid,Storage Room,sxRsQwawH6,None,Orange Velvet Underground (OVU),Snowblind Cannabis,225.0,None,Grams,Eighths,None,None,None
None,Lodestar Cannabis,16.0,Concentrate,None,21.43,08/20/2021,11/09/2021,16.0,284.0,08/20/2022,56,08/27/2021,Maple Valley Pharms,None,40.0,None,Peanut Butter Breath 1g Sugar,Sugar,Grow Facility,dKmSdZZkte,None,None,Lodestar Cannabis,342.88,640.0,Each,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,10.0,09/08/2021,11/09/2021,16.0,103.0,02/20/2022,32,None,Maple Valley Pharms,None,40.0,None,500mg Blueberry Lemonade Ragnarok,500mg Gummies,Grow Facility,zjp8k9Wkea,None,None,Edible Vendor,160.0,640.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,13.53,09/08/2021,11/09/2021,16.0,103.0,02/20/2022,32,None,Maple Valley Pharms,None,40.0,None,500mg Black Cherry Ragnarok,500mg Gummies,Grow Facility,Lok6CQA5kt,None,None,Edible Vendor,216.48,640.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,11.0,09/13/2021,11/09/2021,16.0,103.0,02/20/2022,32,None,Maple Valley Pharms,None,40.0,None,500mg RSO Strawberry Ice Cream Ragnorok,500mg Gummies,Grow Facility,igxF5g3wXz,None,None,Edible Vendor,176.0,640.0,None,None,None,None,None
None,Mighty Viking Gummies,None,Edible,None,12.0,09/22/2021,11/09/2021,16.0,142.0,03/31/2022,82,09/29/2021,Maple Valley Pharms,None,32.99,None,300mg RSO Signature Combo Pack,300mg Gummies,Grow Facility,L8YrmgFP9J,None,None,Edible Vendor,192.0,527.84,None,None,None,None,None
None,Humble Family Farms,None,NonEdible,None,10.0,10/19/2021,11/09/2021,16.0,344.0,10/19/2022,16,None,Maple Valley Pharms,None,20.0,None,Sunset Sherbet Moon Missile,Moon Missile,Grow Facility,8xr9Pxakee,None,None,Humble Family Farms,160.0,320.0,None,None,None,None,None
None,Greenfellas,112.0,Flower - Prepackaged,None,36.0,11/05/2021,11/09/2021,16.0,None,None,16,None,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Indica Dominant,Grow Facility,xDKiGog6Nr,None,Purple Punch,Green Fellas,576.0,None,Grams,Quarters,None,None,None
None,Elements,None,Accessory,None,0.95,04/16/2021,11/09/2021,16.0,None,None,150,11/06/2021,Maple Valley Pharms,None,2.75,None,1 1/4" Rice Rolling Papers,Paraphernalia,Sales Floor,KuRcTJpqKn,None,None,Marijuana Packaging,15.2,44.0,None,None,None,None,None
None,Kine Folks,56.0,Flower - Prepackaged,None,14.14,09/23/2021,11/09/2021,16.0,None,None,40,11/06/2021,Maple Valley Pharms,None,None,Silver-Tier Flower,None,Sativa Dominant,Sales Floor,JrqTKPwtLF,None,Strawberry Bubba Diesel,Kine Folks,226.24,None,Grams,Eighths,None,None,None
None,Black Tie Cannabis,None,Edible,None,6.0,10/25/2021,11/09/2021,16.0,4.0,11/13/2021,36,11/06/2021,Maple Valley Pharms,None,12.0,None,100mg Tropical Punch,Liquid Edible,Sales Floor,m7kCKkRuKy,None,None,Edible Vendor,96.0,192.0,None,None,None,None,None
None,Snowblind Cannabis,56.0,Flower - Prepackaged,None,10.0,11/05/2021,11/09/2021,16.0,None,None,50,11/06/2021,Maple Valley Pharms,None,None,Gold-Tier Flower,None,Hybrid,Sales Floor,qiCG8iwFhP,None,Girl Scout Glue x BWiz,Snowblind Cannabis,160.0,None,Grams,Eighths,None,None,None
None,Iron Lung,16.0,Concentrate,None,12.5,09/21/2021,11/09/2021,16.0,310.0,09/15/2022,25,11/08/2021,Maple Valley Pharms,None,25.0,None,Lemon G x Orange Mints 1g Shatter,Shatter,Storage Room,HxNag6BeCL,None,None,Iron Lung,200.0,400.0,Each,None,None,None,None
